## 1.1.1
## assembly	: /in/data/genome_assembly.fasta
## coverage	 spades - /in/data/genome_assembly.fasta
## taxonomy	: no taxonomy information found
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	spades	phylum.t.6%s	phylum.s.7%s	phylum.c.8
NODE_4470_length_8671_cov_69.501862	8671	0.4462	0	69.5019	N/A	N/A	N/A
NODE_4503_length_8649_cov_68.949603	8649	0.4324	0	68.9496	N/A	N/A	N/A
NODE_4713_length_8505_cov_63.720218	8505	0.4081	0	63.7202	N/A	N/A	N/A
NODE_4764_length_8476_cov_70.440767	8476	0.439	0	70.4408	N/A	N/A	N/A
NODE_4890_length_8401_cov_64.288323	8401	0.4119	0	64.2883	N/A	N/A	N/A
NODE_4892_length_8400_cov_68.033281	8400	0.389	0	68.0333	N/A	N/A	N/A
NODE_4894_length_8399_cov_83.641312	8399	0.4104	0	83.6413	N/A	N/A	N/A
NODE_5298_length_8170_cov_70.129495	8170	0.3949	0	70.1295	N/A	N/A	N/A
NODE_5316_length_8161_cov_63.317046	8161	0.4469	0	63.317	N/A	N/A	N/A
NODE_5579_length_8036_cov_73.374042	8036	0.4296	0	73.374	N/A	N/A	N/A
NODE_5714_length_7975_cov_85.065713	7975	0.4534	0	85.0657	N/A	N/A	N/A
NODE_5731_length_7966_cov_64.278109	7966	0.4168	0	64.2781	N/A	N/A	N/A
NODE_5775_length_7942_cov_64.600890	7942	0.4134	0	64.6009	N/A	N/A	N/A
NODE_5799_length_7926_cov_51.299529	7926	0.416	0	51.2995	N/A	N/A	N/A
NODE_5840_length_7914_cov_65.222917	7914	0.3998	0	65.2229	N/A	N/A	N/A
NODE_6339_length_7682_cov_82.186982	7682	0.4271	0	82.187	N/A	N/A	N/A
NODE_6503_length_7624_cov_56.664105	7624	0.4242	0	56.6641	N/A	N/A	N/A
NODE_6549_length_7604_cov_70.130862	7604	0.4258	0	70.1309	N/A	N/A	N/A
NODE_6691_length_7544_cov_71.743538	7544	0.4091	0	71.7435	N/A	N/A	N/A
NODE_6948_length_7450_cov_67.661061	7450	0.3954	0	67.6611	N/A	N/A	N/A
NODE_7082_length_7401_cov_70.573730	7401	0.4114	0	70.5737	N/A	N/A	N/A
NODE_7140_length_7381_cov_85.836254	7381	0.4708	0	85.8363	N/A	N/A	N/A
NODE_7192_length_7360_cov_74.510916	7360	0.4633	0	74.5109	N/A	N/A	N/A
NODE_7383_length_7298_cov_63.099294	7298	0.4442	0	63.0993	N/A	N/A	N/A
NODE_7715_length_7199_cov_73.458017	7199	0.4635	0	73.458	N/A	N/A	N/A
NODE_7756_length_7183_cov_120.420208	7183	0.4493	0	120.4202	N/A	N/A	N/A
NODE_7759_length_7182_cov_59.900493	7182	0.4021	0	59.9005	N/A	N/A	N/A
NODE_7841_length_7160_cov_81.738105	7160	0.4049	0	81.7381	N/A	N/A	N/A
NODE_7910_length_7139_cov_63.434155	7139	0.4396	0	63.4342	N/A	N/A	N/A
NODE_7920_length_7136_cov_70.076640	7136	0.4503	0	70.0766	N/A	N/A	N/A
NODE_8737_length_6907_cov_65.071010	6907	0.4409	0	65.071	N/A	N/A	N/A
NODE_8925_length_6853_cov_161.452037	6853	0.4062	0	161.452	N/A	N/A	N/A
NODE_8968_length_6841_cov_53.907008	6841	0.4096	0	53.907	N/A	N/A	N/A
NODE_9048_length_6819_cov_72.455948	6819	0.4297	0	72.4559	N/A	N/A	N/A
NODE_9184_length_6782_cov_63.954512	6782	0.449	0	63.9545	N/A	N/A	N/A
NODE_9259_length_6759_cov_62.745884	6759	0.4194	0	62.7459	N/A	N/A	N/A
NODE_9270_length_6755_cov_69.940701	6755	0.4373	0	69.9407	N/A	N/A	N/A
NODE_9438_length_6713_cov_49.963834	6713	0.4059	0	49.9638	N/A	N/A	N/A
NODE_9837_length_6618_cov_68.652958	6618	0.4217	0	68.653	N/A	N/A	N/A
NODE_9962_length_6590_cov_72.051589	6590	0.4423	0	72.0516	N/A	N/A	N/A
NODE_10317_length_6511_cov_66.520827	6511	0.4096	0	66.5208	N/A	N/A	N/A
NODE_10319_length_6510_cov_65.961293	6510	0.4493	0	65.9613	N/A	N/A	N/A
NODE_10570_length_6449_cov_71.554928	6449	0.4698	0	71.5549	N/A	N/A	N/A
NODE_11433_length_6268_cov_57.162332	6268	0.4512	0	57.1623	N/A	N/A	N/A
NODE_11820_length_6199_cov_57.914244	6199	0.4185	0	57.9142	N/A	N/A	N/A
NODE_11831_length_6197_cov_61.700327	6197	0.447	0	61.7003	N/A	N/A	N/A
NODE_11962_length_6173_cov_62.045440	6173	0.4115	0	62.0454	N/A	N/A	N/A
NODE_11997_length_6167_cov_80.116256	6167	0.4276	0	80.1163	N/A	N/A	N/A
NODE_12162_length_6138_cov_62.202772	6138	0.4084	0	62.2028	N/A	N/A	N/A
NODE_12257_length_6121_cov_73.192422	6121	0.399	0	73.1924	N/A	N/A	N/A
NODE_12376_length_6101_cov_63.597112	6101	0.4322	0	63.5971	N/A	N/A	N/A
NODE_12993_length_5995_cov_78.695336	5995	0.4025	0	78.6953	N/A	N/A	N/A
NODE_13663_length_5887_cov_64.879690	5887	0.4225	0	64.8797	N/A	N/A	N/A
NODE_13696_length_5881_cov_66.177464	5881	0.4224	0	66.1775	N/A	N/A	N/A
NODE_13701_length_5880_cov_69.215233	5880	0.4202	0	69.2152	N/A	N/A	N/A
NODE_13810_length_5862_cov_78.704754	5862	0.455	0	78.7048	N/A	N/A	N/A
NODE_14011_length_5830_cov_64.822701	5830	0.4729	0	64.8227	N/A	N/A	N/A
NODE_14225_length_5800_cov_62.075485	5800	0.4429	0	62.0755	N/A	N/A	N/A
NODE_14331_length_5784_cov_55.620116	5784	0.4108	0	55.6201	N/A	N/A	N/A
NODE_14464_length_5765_cov_62.591772	5765	0.416	0	62.5918	N/A	N/A	N/A
NODE_14494_length_5761_cov_60.827058	5761	0.3956	0	60.8271	N/A	N/A	N/A
NODE_14568_length_5749_cov_70.415374	5749	0.4048	0	70.4154	N/A	N/A	N/A
NODE_14656_length_5737_cov_65.150883	5737	0.4351	0	65.1509	N/A	N/A	N/A
NODE_15303_length_5642_cov_71.026415	5642	0.4573	0	71.0264	N/A	N/A	N/A
NODE_15505_length_5616_cov_73.098032	5616	0.4323	0	73.098	N/A	N/A	N/A
NODE_16392_length_5495_cov_85.145072	5495	0.4353	0	85.1451	N/A	N/A	N/A
NODE_16448_length_5488_cov_68.923120	5488	0.4585	0	68.9231	N/A	N/A	N/A
NODE_16554_length_5474_cov_83.417269	5474	0.4258	0	83.4173	N/A	N/A	N/A
NODE_16655_length_5463_cov_69.503528	5463	0.4049	0	69.5035	N/A	N/A	N/A
NODE_17683_length_5340_cov_66.934448	5340	0.4006	0	66.9344	N/A	N/A	N/A
NODE_18305_length_5266_cov_63.978994	5266	0.4212	0	63.979	N/A	N/A	N/A
NODE_18415_length_5253_cov_69.795015	5253	0.4457	0	69.795	N/A	N/A	N/A
NODE_18669_length_5226_cov_63.014372	5226	0.4015	0	63.0144	N/A	N/A	N/A
NODE_19032_length_5186_cov_65.757291	5186	0.4285	0	65.7573	N/A	N/A	N/A
NODE_19055_length_5183_cov_61.240306	5183	0.4208	0	61.2403	N/A	N/A	N/A
NODE_19166_length_5172_cov_60.860648	5172	0.4488	0	60.8606	N/A	N/A	N/A
NODE_21353_length_4954_cov_68.969859	4954	0.4005	0	68.9699	N/A	N/A	N/A
NODE_21905_length_4903_cov_63.611065	4903	0.4151	0	63.6111	N/A	N/A	N/A
NODE_22635_length_4840_cov_69.276926	4840	0.4138	0	69.2769	N/A	N/A	N/A
NODE_22674_length_4836_cov_72.167892	4836	0.4433	0	72.1679	N/A	N/A	N/A
NODE_23006_length_4806_cov_51.231761	4806	0.4324	0	51.2318	N/A	N/A	N/A
NODE_23209_length_4790_cov_63.962232	4790	0.4061	0	63.9622	N/A	N/A	N/A
NODE_23453_length_4767_cov_57.097015	4767	0.4256	0	57.097	N/A	N/A	N/A
NODE_24280_length_4697_cov_67.468831	4697	0.4609	0	67.4688	N/A	N/A	N/A
NODE_24938_length_4645_cov_72.520797	4645	0.4398	0	72.5208	N/A	N/A	N/A
NODE_24952_length_4644_cov_58.176483	4644	0.4268	0	58.1765	N/A	N/A	N/A
NODE_25799_length_4579_cov_62.731453	4579	0.4427	0	62.7315	N/A	N/A	N/A
NODE_25835_length_4576_cov_116.933763	4576	0.4244	0	116.9338	N/A	N/A	N/A
NODE_26469_length_4531_cov_72.649978	4531	0.4535	0	72.65	N/A	N/A	N/A
NODE_27467_length_4460_cov_44.020078	4460	0.4585	0	44.0201	N/A	N/A	N/A
NODE_30577_length_4247_cov_51.964269	4247	0.3968	0	51.9643	N/A	N/A	N/A
NODE_34188_length_4038_cov_82.480434	4038	0.4492	0	82.4804	N/A	N/A	N/A
NODE_35167_length_3986_cov_71.990790	3986	0.4789	0	71.9908	N/A	N/A	N/A
NODE_35658_length_3962_cov_80.871557	3962	0.4427	0	80.8716	N/A	N/A	N/A
NODE_35797_length_3955_cov_80.674832	3955	0.4389	0	80.6748	N/A	N/A	N/A
NODE_37389_length_3875_cov_65.422591	3875	0.3757	0	65.4226	N/A	N/A	N/A
NODE_43099_length_3611_cov_75.239106	3611	0.4686	0	75.2391	N/A	N/A	N/A
NODE_43720_length_3584_cov_52.964357	3584	0.4581	0	52.9644	N/A	N/A	N/A
NODE_44833_length_3537_cov_61.389306	3537	0.4037	0	61.3893	N/A	N/A	N/A
NODE_44934_length_3533_cov_54.978588	3533	0.4149	0	54.9786	N/A	N/A	N/A
NODE_46199_length_3482_cov_64.662261	3482	0.4075	0	64.6623	N/A	N/A	N/A
NODE_54690_length_3180_cov_61.973574	3180	0.4142	0	61.9736	N/A	N/A	N/A
NODE_55984_length_3139_cov_68.437622	3139	0.4779	0	68.4376	N/A	N/A	N/A
NODE_60850_length_2989_cov_70.472184	2989	0.4757	0	70.4722	N/A	N/A	N/A
NODE_62703_length_2935_cov_57.327852	2935	0.4048	0	57.3279	N/A	N/A	N/A
NODE_66473_length_2835_cov_66.054025	2835	0.4353	0	66.054	N/A	N/A	N/A
NODE_69618_length_2754_cov_78.590213	2754	0.4644	0	78.5902	N/A	N/A	N/A
NODE_71568_length_2705_cov_62.081050	2705	0.4377	0	62.081	N/A	N/A	N/A
NODE_79186_length_2534_cov_69.647945	2534	0.4337	0	69.6479	N/A	N/A	N/A
NODE_80473_length_2507_cov_71.392593	2507	0.4559	0	71.3926	N/A	N/A	N/A
NODE_81997_length_2476_cov_57.026678	2476	0.4168	0	57.0267	N/A	N/A	N/A
NODE_82246_length_2471_cov_66.934002	2471	0.4257	0	66.934	N/A	N/A	N/A
NODE_93151_length_2259_cov_55.082493	2259	0.4219	0	55.0825	N/A	N/A	N/A
NODE_100187_length_2139_cov_57.981571	2139	0.417	0	57.9816	N/A	N/A	N/A
NODE_100500_length_2134_cov_72.639281	2134	0.4096	0	72.6393	N/A	N/A	N/A
NODE_108260_length_2011_cov_116.040331	2011	0.4053	0	116.0403	N/A	N/A	N/A
NODE_109005_length_2000_cov_78.589184	2000	0.467	0	78.5892	N/A	N/A	N/A
NODE_115371_length_1906_cov_82.528704	1906	0.4816	0	82.5287	N/A	N/A	N/A
NODE_126213_length_1759_cov_54.340666	1759	0.4241	0	54.3407	N/A	N/A	N/A
NODE_133427_length_1669_cov_56.694724	1669	0.4062	0	56.6947	N/A	N/A	N/A
NODE_161057_length_1369_cov_88.299536	1369	0.4624	0	88.2995	N/A	N/A	N/A
NODE_197618_length_1057_cov_71.121429	1057	0.4437	0	71.1214	N/A	N/A	N/A
NODE_20_length_76873_cov_5.638132	76873	0.6355	0	5.6381	N/A	N/A	N/A
NODE_548_length_18775_cov_11.831854	18775	0.3799	0	11.8319	N/A	N/A	N/A
NODE_933_length_15255_cov_5.912373	15255	0.6881	0	5.9124	N/A	N/A	N/A
NODE_1296_length_13466_cov_5.594443	13466	0.4153	0	5.5944	N/A	N/A	N/A
NODE_1571_length_12427_cov_5.600324	12427	0.4069	0	5.6003	N/A	N/A	N/A
NODE_1936_length_11517_cov_8.462500	11517	0.4419	10	8.4625	N/A	N/A	N/A
NODE_2298_length_10867_cov_15.334662	10867	0.3979	0	15.3347	N/A	N/A	N/A
NODE_2506_length_10545_cov_6.995510	10545	0.4242	30	6.9955	N/A	N/A	N/A
NODE_2824_length_10116_cov_7.678753	10116	0.4017	20	7.6788	N/A	N/A	N/A
NODE_3125_length_9773_cov_5.469781	9773	0.462	0	5.4698	N/A	N/A	N/A
NODE_3405_length_9516_cov_8.264965	9516	0.422	0	8.265	N/A	N/A	N/A
NODE_3874_length_9109_cov_16.444752	9109	0.4718	0	16.4448	N/A	N/A	N/A
NODE_4253_length_8830_cov_6.130127	8830	0.4324	0	6.1301	N/A	N/A	N/A
NODE_4649_length_8554_cov_13.059101	8554	0.5006	0	13.0591	N/A	N/A	N/A
NODE_5022_length_8313_cov_5.282176	8313	0.4036	0	5.2822	N/A	N/A	N/A
NODE_5525_length_8057_cov_13.507769	8057	0.4069	10	13.5078	N/A	N/A	N/A
NODE_5916_length_7882_cov_6.055221	7882	0.3871	0	6.0552	N/A	N/A	N/A
NODE_6334_length_7686_cov_19.067683	7686	0.4578	0	19.0677	N/A	N/A	N/A
NODE_6943_length_7451_cov_7.994847	7451	0.4189	0	7.9948	N/A	N/A	N/A
NODE_7473_length_7272_cov_5.022655	7272	0.4411	0	5.0227	N/A	N/A	N/A
NODE_7969_length_7117_cov_9.799574	7117	0.3993	0	9.7996	N/A	N/A	N/A
NODE_8284_length_7029_cov_15.788119	7029	0.4177	0	15.7881	N/A	N/A	N/A
NODE_8697_length_6916_cov_6.946776	6916	0.3863	20	6.9468	N/A	N/A	N/A
NODE_9241_length_6763_cov_6.403231	6763	0.4046	0	6.4032	N/A	N/A	N/A
NODE_9519_length_6697_cov_16.776586	6697	0.4144	10	16.7766	N/A	N/A	N/A
NODE_10101_length_6559_cov_6.853595	6559	0.4245	10	6.8536	N/A	N/A	N/A
NODE_10614_length_6439_cov_5.656869	6439	0.4159	0	5.6569	N/A	N/A	N/A
NODE_11252_length_6303_cov_11.142467	6303	0.4206	0	11.1425	N/A	N/A	N/A
NODE_11795_length_6203_cov_6.752367	6203	0.4432	41	6.7524	N/A	N/A	N/A
NODE_12393_length_6096_cov_5.645788	6096	0.3647	0	5.6458	N/A	N/A	N/A
NODE_13160_length_5966_cov_5.323824	5966	0.4128	0	5.3238	N/A	N/A	N/A
NODE_13788_length_5865_cov_7.330339	5865	0.4073	32	7.3303	N/A	N/A	N/A
NODE_14251_length_5797_cov_6.620455	5797	0.4394	0	6.6205	N/A	N/A	N/A
NODE_15245_length_5649_cov_14.447954	5649	0.4381	0	14.448	N/A	N/A	N/A
NODE_15916_length_5557_cov_8.166423	5557	0.3414	0	8.1664	N/A	N/A	N/A
NODE_16556_length_5474_cov_17.922920	5474	0.382	0	17.9229	N/A	N/A	N/A
NODE_17213_length_5395_cov_5.870064	5395	0.3765	0	5.8701	N/A	N/A	N/A
NODE_18008_length_5300_cov_8.457017	5300	0.4391	0	8.457	N/A	N/A	N/A
NODE_18783_length_5212_cov_6.589094	5212	0.3958	0	6.5891	N/A	N/A	N/A
NODE_19587_length_5125_cov_8.537242	5125	0.4289	0	8.5372	N/A	N/A	N/A
NODE_20023_length_5079_cov_6.843463	5079	0.4036	0	6.8435	N/A	N/A	N/A
NODE_20907_length_4993_cov_8.105980	4993	0.3938	0	8.106	N/A	N/A	N/A
NODE_21366_length_4953_cov_5.850902	4953	0.3979	10	5.8509	N/A	N/A	N/A
NODE_22176_length_4880_cov_16.854466	4880	0.3777	0	16.8545	N/A	N/A	N/A
NODE_23049_length_4803_cov_5.558824	4803	0.3631	0	5.5588	N/A	N/A	N/A
NODE_24008_length_4721_cov_9.084841	4721	0.4385	0	9.0848	N/A	N/A	N/A
NODE_24732_length_4659_cov_5.247272	4659	0.3797	10	5.2473	N/A	N/A	N/A
NODE_25635_length_4594_cov_12.989595	4594	0.4068	0	12.9896	N/A	N/A	N/A
NODE_26200_length_4549_cov_17.192308	4549	0.4654	0	17.1923	N/A	N/A	N/A
NODE_27681_length_4444_cov_14.144722	4444	0.4256	10	14.1447	N/A	N/A	N/A
NODE_28954_length_4356_cov_7.343772	4356	0.4456	0	7.3438	N/A	N/A	N/A
NODE_30161_length_4275_cov_14.371844	4275	0.4349	0	14.3718	N/A	N/A	N/A
NODE_31090_length_4216_cov_5.733269	4216	0.3937	0	5.7333	N/A	N/A	N/A
NODE_32085_length_4156_cov_19.745281	4156	0.3953	0	19.7453	N/A	N/A	N/A
NODE_33031_length_4102_cov_5.780373	4102	0.459	0	5.7804	N/A	N/A	N/A
NODE_34066_length_4045_cov_12.855091	4045	0.4284	0	12.8551	N/A	N/A	N/A
NODE_35251_length_3982_cov_5.009731	3982	0.3538	0	5.0097	N/A	N/A	N/A
NODE_36058_length_3942_cov_7.300647	3942	0.4779	0	7.3006	N/A	N/A	N/A
NODE_37108_length_3889_cov_5.145068	3889	0.4238	0	5.1451	N/A	N/A	N/A
NODE_38404_length_3824_cov_7.951962	3824	0.3677	0	7.952	N/A	N/A	N/A
NODE_40083_length_3746_cov_12.075497	3746	0.3817	0	12.0755	N/A	N/A	N/A
NODE_41024_length_3703_cov_14.955323	3703	0.3856	0	14.9553	N/A	N/A	N/A
NODE_42471_length_3640_cov_15.275610	3640	0.3731	0	15.2756	N/A	N/A	N/A
NODE_43812_length_3580_cov_11.559235	3580	0.4221	0	11.5592	N/A	N/A	N/A
NODE_45615_length_3505_cov_7.354726	3505	0.4542	0	7.3547	N/A	N/A	N/A
NODE_47155_length_3443_cov_5.064765	3443	0.3956	0	5.0648	N/A	N/A	N/A
NODE_48444_length_3393_cov_6.220145	3393	0.3843	0	6.2201	N/A	N/A	N/A
NODE_50032_length_3334_cov_5.749463	3334	0.3652	10	5.7495	N/A	N/A	N/A
NODE_51662_length_3277_cov_8.167188	3277	0.4328	10	8.1672	N/A	N/A	N/A
NODE_53913_length_3203_cov_6.369802	3203	0.4302	0	6.3698	N/A	N/A	N/A
NODE_55348_length_3159_cov_5.233615	3159	0.4444	0	5.2336	N/A	N/A	N/A
NODE_56417_length_3125_cov_5.621719	3125	0.3965	0	5.6217	N/A	N/A	N/A
NODE_57506_length_3090_cov_7.833057	3090	0.4097	0	7.8331	N/A	N/A	N/A
NODE_59412_length_3034_cov_5.492391	3034	0.5092	0	5.4924	N/A	N/A	N/A
NODE_61279_length_2977_cov_5.396897	2977	0.3846	0	5.3969	N/A	N/A	N/A
NODE_63456_length_2915_cov_8.161029	2915	0.4072	0	8.161	N/A	N/A	N/A
NODE_65463_length_2861_cov_6.223420	2861	0.3859	0	6.2234	N/A	N/A	N/A
NODE_67699_length_2804_cov_11.232123	2804	0.5296	0	11.2321	N/A	N/A	N/A
NODE_69457_length_2759_cov_5.249441	2759	0.39	0	5.2494	N/A	N/A	N/A
NODE_71933_length_2696_cov_10.518137	2696	0.3969	0	10.5181	N/A	N/A	N/A
NODE_74226_length_2643_cov_7.597038	2643	0.4154	0	7.597	N/A	N/A	N/A
NODE_75424_length_2617_cov_18.800000	2617	0.3542	0	18.8	N/A	N/A	N/A
NODE_77365_length_2573_cov_14.342548	2573	0.4691	0	14.3425	N/A	N/A	N/A
NODE_80286_length_2511_cov_15.608874	2511	0.3931	0	15.6089	N/A	N/A	N/A
NODE_82088_length_2474_cov_18.736337	2474	0.4253	139	18.7363	N/A	N/A	N/A
NODE_85006_length_2415_cov_16.970060	2415	0.3644	0	16.9701	N/A	N/A	N/A
NODE_86900_length_2379_cov_13.592963	2379	0.3901	0	13.593	N/A	N/A	N/A
NODE_89255_length_2333_cov_5.922872	2333	0.4085	0	5.9229	N/A	N/A	N/A
NODE_92069_length_2279_cov_9.249319	2279	0.4458	0	9.2493	N/A	N/A	N/A
NODE_95045_length_2226_cov_5.500233	2226	0.3751	0	5.5002	N/A	N/A	N/A
NODE_98662_length_2164_cov_17.820316	2164	0.3641	0	17.8203	N/A	N/A	N/A
NODE_100921_length_2127_cov_9.002439	2127	0.4203	0	9.0024	N/A	N/A	N/A
NODE_103198_length_2091_cov_14.429990	2091	0.3592	0	14.43	N/A	N/A	N/A
NODE_105462_length_2055_cov_8.783620	2055	0.4277	0	8.7836	N/A	N/A	N/A
NODE_109371_length_1994_cov_11.549296	1994	0.3661	0	11.5493	N/A	N/A	N/A
NODE_112447_length_1950_cov_7.721303	1950	0.3744	0	7.7213	N/A	N/A	N/A
NODE_114399_length_1920_cov_7.967987	1920	0.3839	0	7.968	N/A	N/A	N/A
NODE_117727_length_1873_cov_5.033408	1873	0.4383	0	5.0334	N/A	N/A	N/A
NODE_120956_length_1828_cov_7.836665	1828	0.5421	0	7.8367	N/A	N/A	N/A
NODE_123946_length_1789_cov_11.863902	1789	0.4036	0	11.8639	N/A	N/A	N/A
NODE_128081_length_1735_cov_12.788299	1735	0.4104	0	12.7883	N/A	N/A	N/A
NODE_130550_length_1704_cov_6.473264	1704	0.4032	0	6.4733	N/A	N/A	N/A
NODE_133104_length_1673_cov_11.516917	1673	0.37	0	11.5169	N/A	N/A	N/A
NODE_136089_length_1637_cov_5.556410	1637	0.4178	0	5.5564	N/A	N/A	N/A
NODE_138149_length_1613_cov_8.292969	1613	0.4005	0	8.293	N/A	N/A	N/A
NODE_140542_length_1584_cov_6.276045	1584	0.4476	0	6.276	N/A	N/A	N/A
NODE_142955_length_1557_cov_7.899324	1557	0.4258	0	7.8993	N/A	N/A	N/A
NODE_145306_length_1531_cov_10.389959	1531	0.5225	0	10.39	N/A	N/A	N/A
NODE_148350_length_1499_cov_5.984529	1499	0.4003	0	5.9845	N/A	N/A	N/A
NODE_150900_length_1472_cov_5.122581	1472	0.3628	0	5.1226	N/A	N/A	N/A
NODE_154364_length_1436_cov_16.749080	1436	0.3614	0	16.7491	N/A	N/A	N/A
NODE_156883_length_1410_cov_5.353338	1410	0.4121	0	5.3533	N/A	N/A	N/A
NODE_159952_length_1380_cov_8.504988	1380	0.3906	0	8.505	N/A	N/A	N/A
NODE_161568_length_1364_cov_5.710956	1364	0.4699	0	5.711	N/A	N/A	N/A
NODE_163568_length_1345_cov_13.197161	1345	0.5019	0	13.1972	N/A	N/A	N/A
NODE_166150_length_1320_cov_15.917940	1320	0.4114	0	15.9179	N/A	N/A	N/A
NODE_168366_length_1300_cov_7.907604	1300	0.3992	0	7.9076	N/A	N/A	N/A
NODE_171677_length_1270_cov_9.116513	1270	0.3913	0	9.1165	N/A	N/A	N/A
NODE_173693_length_1252_cov_5.902979	1252	0.5447	0	5.903	N/A	N/A	N/A
NODE_175922_length_1232_cov_8.162771	1232	0.3369	0	8.1628	N/A	N/A	N/A
NODE_178022_length_1214_cov_10.176781	1214	0.3526	0	10.1768	N/A	N/A	N/A
NODE_180943_length_1189_cov_6.510791	1189	0.4331	0	6.5108	N/A	N/A	N/A
NODE_183195_length_1170_cov_6.650503	1170	0.3701	0	6.6505	N/A	N/A	N/A
NODE_185146_length_1154_cov_5.437326	1154	0.4419	0	5.4373	N/A	N/A	N/A
NODE_187573_length_1134_cov_6.668874	1134	0.3889	0	6.6689	N/A	N/A	N/A
NODE_190467_length_1111_cov_5.612186	1111	0.4185	0	5.6122	N/A	N/A	N/A
NODE_192298_length_1097_cov_6.597059	1097	0.3737	0	6.5971	N/A	N/A	N/A
NODE_194373_length_1081_cov_18.094622	1081	0.4181	0	18.0946	N/A	N/A	N/A
NODE_197103_length_1061_cov_12.710366	1061	0.3582	0	12.7104	N/A	N/A	N/A
NODE_198961_length_1047_cov_8.361856	1047	0.3677	0	8.3619	N/A	N/A	N/A
NODE_201975_length_1025_cov_7.465190	1025	0.4254	0	7.4652	N/A	N/A	N/A
NODE_205320_length_1001_cov_15.424242	1001	0.4006	0	15.4242	N/A	N/A	N/A
NODE_208009_length_982_cov_19.612155	982	0.3798	0	19.6122	N/A	N/A	N/A
NODE_210045_length_968_cov_13.634119	968	0.4008	0	13.6341	N/A	N/A	N/A
NODE_212455_length_952_cov_5.795429	952	0.4685	0	5.7954	N/A	N/A	N/A
NODE_214768_length_936_cov_5.286380	936	0.4028	0	5.2864	N/A	N/A	N/A
NODE_216098_length_927_cov_5.330588	927	0.4768	0	5.3306	N/A	N/A	N/A
NODE_217918_length_915_cov_18.157518	915	0.3967	0	18.1575	N/A	N/A	N/A
NODE_221021_length_895_cov_18.860636	895	0.3486	0	18.8606	N/A	N/A	N/A
NODE_225702_length_865_cov_12.614213	865	0.4324	0	12.6142	N/A	N/A	N/A
NODE_229811_length_836_cov_14.823452	836	0.5849	0	14.8235	N/A	N/A	N/A
NODE_251753_length_671_cov_9.789562	671	0.5306	0	9.7896	N/A	N/A	N/A
NODE_263324_length_594_cov_7.361702	594	0.4276	0	7.3617	N/A	N/A	N/A
NODE_274832_length_526_cov_5.204900	526	0.403	0	5.2049	N/A	N/A	N/A
